time	Ix(U40:VDD)
1.101510092766889e-004	-5.907934e-004
1.101596689214383e-004	-5.907911e-004
1.101769882109373e-004	-5.907909e-004
1.101861310223602e-004	-5.907905e-004
1.102000000000000e-004	-5.907938e-004
1.102004990918929e-004	-5.907809e-004
1.102014972756787e-004	-5.907727e-004
1.102034936432502e-004	-5.907711e-004
1.151000000000000e-004	-5.907710e-004
1.151008775000303e-004	-5.897016e-004
1.151026325000907e-004	-5.876536e-004
1.151061425002116e-004	-5.837433e-004
1.151131625004535e-004	-5.764731e-004
1.151260334047515e-004	-5.656251e-004
1.151320823411259e-004	-5.629504e-004
1.151375088440093e-004	-5.624688e-004
1.151430006078609e-004	-5.624463e-004
1.151481878098908e-004	-5.624445e-004
1.151546903699709e-004	-5.624457e-004
1.151676954901312e-004	-5.624451e-004
1.151739897596795e-004	-5.624451e-004
1.151865782987762e-004	-5.624445e-004
1.152000000000000e-004	-5.624435e-004
1.152004976434640e-004	-5.624341e-004
1.152014929303919e-004	-5.624291e-004
1.152034835042478e-004	-5.624285e-004
1.199000000000000e-004	-5.624281e-004
1.200000000000000e-004	-5.624282e-004
1.200004845736983e-004	-5.623988e-004
1.200014537210949e-004	-5.623815e-004
1.200033920158881e-004	-5.623780e-004
1.200072686054745e-004	-5.623766e-004
1.200150217846474e-004	-5.623760e-004
1.200266380721839e-004	-5.623751e-004
1.200399283218671e-004	-5.623742e-004
1.200462841114472e-004	-5.623738e-004
1.200509914531474e-004	-5.623738e-004
1.200546315681398e-004	-5.624879e-004
1.200582191448325e-004	-5.631612e-004
1.200620451825028e-004	-5.650943e-004
1.200654338148268e-004	-5.682270e-004
1.200692417524191e-004	-5.734383e-004
1.200738463960065e-004	-5.816211e-004
1.200782153006438e-004	-5.908482e-004
1.200830205292712e-004	-6.019540e-004
1.200880170404859e-004	-6.138136e-004
1.200900069775707e-004	-6.184852e-004
1.200939868517404e-004	-6.274218e-004
1.201000000000000e-004	-6.402758e-004
1.201006013148260e-004	-6.387066e-004
1.201018039444779e-004	-6.364074e-004
1.201042092037818e-004	-6.334644e-004
1.201084826077843e-004	-6.290990e-004
1.201128815336748e-004	-6.245726e-004
1.201216793854558e-004	-6.158985e-004
1.201392750890178e-004	-6.009191e-004
1.201474212155418e-004	-5.964441e-004
1.201527338737871e-004	-5.953958e-004
1.201590691593060e-004	-5.951827e-004
1.201628933030559e-004	-5.951742e-004
1.201677200388094e-004	-5.951800e-004
1.201773735103163e-004	-5.951783e-004
1.201806930569862e-004	-5.951784e-004
1.201889318611101e-004	-5.951768e-004
1.201936011568634e-004	-5.951764e-004
1.201965409052335e-004	-5.951772e-004
1.202000000000000e-004	-5.951821e-004
1.202003459094767e-004	-5.951688e-004
1.202010377284300e-004	-5.951598e-004
1.202024213663366e-004	-5.951573e-004
1.202217922970293e-004	-5.951566e-004
1.251000000000000e-004	-5.951564e-004
1.251007327854477e-004	-5.944592e-004
1.251021983563432e-004	-5.931707e-004
1.251051294981341e-004	-5.908031e-004
1.251109917817160e-004	-5.865690e-004
1.251227163488797e-004	-5.800981e-004
1.251280366011496e-004	-5.787436e-004
1.251345219526690e-004	-5.785142e-004
1.251387284118124e-004	-5.785071e-004
1.251434885971883e-004	-5.785141e-004
1.251530089679401e-004	-5.785102e-004
1.251720497094436e-004	-5.785104e-004
1.251848566453444e-004	-5.785101e-004
1.252000000000000e-004	-5.785138e-004
1.252005035522153e-004	-5.785003e-004
1.252015106566458e-004	-5.784921e-004
1.252075532832292e-004	-5.784915e-004
1.299202854582081e-004	-5.784914e-004
1.300000000000000e-004	-5.784911e-004
1.300004764860721e-004	-5.784811e-004
1.300014294582161e-004	-5.784748e-004
1.300033354025043e-004	-5.784733e-004
1.300071472910805e-004	-5.784729e-004
1.300147710682331e-004	-5.784727e-004
1.300264128626023e-004	-5.784723e-004
1.300395769751480e-004	-5.784720e-004
1.300589156121681e-004	-5.784716e-004
1.300670799820719e-004	-5.784702e-004
1.300723115458767e-004	-5.786053e-004
1.300765770180451e-004	-5.793530e-004
1.300812188169150e-004	-5.812994e-004
1.300842774722656e-004	-5.832125e-004
1.300887574537516e-004	-5.865210e-004
1.300910400370280e-004	-5.883173e-004
1.300956052035808e-004	-5.919930e-004
1.301000000000000e-004	-5.954936e-004
1.301004394796419e-004	-5.948641e-004
1.301013184389258e-004	-5.937908e-004
1.301030763574935e-004	-5.921346e-004
1.301065921946288e-004	-5.892360e-004
1.301125005895131e-004	-5.845781e-004
1.301243173792816e-004	-5.762833e-004
1.301303892181271e-004	-5.732846e-004
1.301350168586331e-004	-5.722695e-004
1.301399343750190e-004	-5.720028e-004
1.301446357719796e-004	-5.719597e-004
1.301497605718560e-004	-5.719548e-004
1.301548880747110e-004	-5.719577e-004
1.301651430804210e-004	-5.719554e-004
1.301794899885801e-004	-5.719551e-004
1.301871950851908e-004	-5.719548e-004
1.302000000000000e-004	-5.719553e-004
1.302004953944168e-004	-5.719434e-004
1.302014861832504e-004	-5.719362e-004
1.302034677609174e-004	-5.719349e-004
1.349937105154395e-004	-5.719347e-004
1.351000000000000e-004	-5.719347e-004
1.351008987210469e-004	-5.708804e-004
1.351026961631407e-004	-5.688734e-004
1.351062910473284e-004	-5.650529e-004
1.351134808157037e-004	-5.581162e-004
1.351276511388295e-004	-5.476116e-004
1.351335367715829e-004	-5.456264e-004
1.351397950814521e-004	-5.453792e-004
1.351439136226506e-004	-5.453739e-004
1.351486888011309e-004	-5.453804e-004
1.351582391580914e-004	-5.453776e-004
1.351773398720126e-004	-5.453774e-004
1.351856487086109e-004	-5.453772e-004
1.351910070403956e-004	-5.453770e-004
1.351928555576204e-004	-5.453768e-004
1.351965525920700e-004	-5.453771e-004
1.352000000000000e-004	-5.453773e-004
1.352003447407930e-004	-5.453678e-004
1.352010342223790e-004	-5.453622e-004
1.352024131855510e-004	-5.453610e-004
1.352106869645831e-004	-5.453604e-004
1.399000000000001e-004	-5.453604e-004
1.400000000000000e-004	-5.453605e-004
1.400004847352956e-004	-5.453407e-004
1.400014542058868e-004	-5.453290e-004
1.400033931470691e-004	-5.453266e-004
1.400072710294337e-004	-5.453257e-004
1.400150267941629e-004	-5.453253e-004
1.400266436608846e-004	-5.453247e-004
1.400399377691953e-004	-5.453241e-004
1.400579638932933e-004	-5.456114e-004
1.400658728339261e-004	-5.471639e-004
1.400716510887973e-004	-5.509781e-004
1.400763617073631e-004	-5.565683e-004
1.400806456839523e-004	-5.631280e-004
1.400852356391464e-004	-5.709151e-004
1.400908200896118e-004	-5.805671e-004
1.401000000000000e-004	-5.961222e-004
1.401009179910388e-004	-5.944436e-004
1.401027539731165e-004	-5.918654e-004
1.401064259372717e-004	-5.879145e-004
1.401137698655823e-004	-5.804350e-004
1.401208542124744e-004	-5.735104e-004
1.401350229062585e-004	-5.615072e-004
1.401422817876561e-004	-5.573745e-004
1.401472675725919e-004	-5.562554e-004
1.401536429990960e-004	-5.559901e-004
1.401580010943756e-004	-5.559713e-004
1.401629644746432e-004	-5.559704e-004
1.401708963232055e-004	-5.559706e-004
1.401841363028753e-004	-5.559704e-004
1.401870511132733e-004	-5.559702e-004
1.401928807340694e-004	-5.559698e-004
1.402000000000000e-004	-5.559725e-004
1.402004721537211e-004	-5.559599e-004
1.402014164611632e-004	-5.559520e-004
1.402033050760475e-004	-5.559503e-004
1.450720095804211e-004	-5.559499e-004
1.451000000000000e-004	-5.559498e-004
1.451009237273431e-004	-5.549021e-004
1.451027711820294e-004	-5.529142e-004
1.451064660914019e-004	-5.491289e-004
1.451138559101469e-004	-5.421856e-004
1.451266820579620e-004	-5.327059e-004
1.451324241159820e-004	-5.306219e-004
1.451381140691898e-004	-5.302730e-004
1.451424905648449e-004	-5.302600e-004
1.451473472809951e-004	-5.302615e-004
1.451559350195060e-004	-5.302606e-004
1.451731104965277e-004	-5.302604e-004
1.451855653229882e-004	-5.302600e-004
1.452000000000000e-004	-5.302626e-004
1.452005010967272e-004	-5.302507e-004
1.452015032901815e-004	-5.302435e-004
1.452035076770901e-004	-5.302426e-004
1.499000000000000e-004	-5.302425e-004
1.500000000000000e-004	-5.302427e-004
1.500004848943272e-004	-5.302326e-004
1.500014546829816e-004	-5.302265e-004
1.500033942602903e-004	-5.302254e-004
1.500072734149078e-004	-5.302251e-004
1.500150317241428e-004	-5.302248e-004
1.500266491172523e-004	-5.302245e-004
1.500399469695027e-004	-5.302242e-004
1.500596797801196e-004	-5.302246e-004
1.500679964190815e-004	-5.307744e-004
1.500744045910578e-004	-5.329084e-004
1.500808371197441e-004	-5.373323e-004
1.500857271924526e-004	-5.418060e-004
1.500911719727598e-004	-5.472781e-004
1.501000000000000e-004	-5.562835e-004
1.501008828027240e-004	-5.549203e-004
1.501026484081721e-004	-5.525392e-004
1.501061796190682e-004	-5.483466e-004
1.501132420408604e-004	-5.402055e-004
1.501223916777796e-004	-5.303723e-004
1.501356221407762e-004	-5.190729e-004
1.501424586545785e-004	-5.159815e-004
1.501479515868383e-004	-5.154145e-004
1.501535912287284e-004	-5.153742e-004
1.501589067110246e-004	-5.153714e-004
1.501645337651238e-004	-5.153738e-004
1.501774917836033e-004	-5.153735e-004
1.501808996041658e-004	-5.153720e-004
1.501877152452907e-004	-5.153719e-004
1.502000000000000e-004	-5.153741e-004
1.502004933365235e-004	-5.153624e-004
1.502014800095703e-004	-5.153553e-004
1.502034533556641e-004	-5.153539e-004
1.551000000000000e-004	-5.153536e-004
1.551011420729885e-004	-5.136682e-004
1.551034262189655e-004	-5.103465e-004
1.551079945109196e-004	-5.037739e-004
1.551171310948276e-004	-4.914398e-004
1.551331838318774e-004	-4.741390e-004
1.551404217760339e-004	-4.702965e-004
1.551468114415927e-004	-4.697549e-004
1.551512948168133e-004	-4.697515e-004
1.551564282764462e-004	-4.697524e-004
1.551666951957119e-004	-4.697519e-004
1.551794661614685e-004	-4.697518e-004
1.551876112757712e-004	-4.697516e-004
1.552000000000000e-004	-4.697524e-004
1.552004938113925e-004	-4.697427e-004
1.552014814341775e-004	-4.697374e-004
1.552034566797476e-004	-4.697369e-004
1.599000000000000e-004	-4.697369e-004
1.600000000000000e-004	-4.697368e-004
1.600004839952883e-004	-4.696896e-004
1.600014519858650e-004	-4.696642e-004
1.600033879670183e-004	-4.696620e-004
1.600072599293248e-004	-4.696609e-004
1.600150038539380e-004	-4.696599e-004
1.600266174573431e-004	-4.696606e-004
1.600315960113093e-004	-4.698285e-004
1.600357984296453e-004	-4.708185e-004
1.600400363813236e-004	-4.737052e-004
1.600435876830418e-004	-4.783346e-004
1.600475972529289e-004	-4.862697e-004
1.600520317954957e-004	-4.979355e-004
1.600568377151147e-004	-5.134229e-004
1.600612152622454e-004	-5.297140e-004
1.600655920271558e-004	-5.477525e-004
1.600707231312526e-004	-5.704515e-004
1.600760446206020e-004	-5.950652e-004
1.600811299051450e-004	-6.188524e-004
1.600867902471950e-004	-6.449610e-004
1.600886793159002e-004	-6.533748e-004
1.600924574533105e-004	-6.691317e-004
1.601000000000000e-004	-6.987440e-004
1.601007542546690e-004	-6.956033e-004
1.601022627640069e-004	-6.908450e-004
1.601052797826827e-004	-6.839428e-004
1.601095342679755e-004	-6.750223e-004
1.601141720887923e-004	-6.651473e-004
1.601234477304260e-004	-6.455280e-004
1.601419990136933e-004	-6.077929e-004
1.601512556774270e-004	-5.918023e-004
1.601657616536000e-004	-5.734356e-004
1.601709880476540e-004	-5.699982e-004
1.601759136990852e-004	-5.692759e-004
1.601809410803310e-004	-5.691900e-004
1.601848339120858e-004	-5.691882e-004
1.601895302607085e-004	-5.691890e-004
1.601906073027547e-004	-5.691885e-004
1.601927613868471e-004	-5.691888e-004
1.601956918318152e-004	-5.691892e-004
1.602000000000000e-004	-5.691968e-004
1.602004308168185e-004	-5.691819e-004
1.602012924504555e-004	-5.691728e-004
1.602064622522773e-004	-5.691716e-004
1.609055390733805e-004	-5.691717e-004
1.616046158944838e-004	-5.691718e-004
1.623036927155870e-004	-5.691718e-004
1.630027695366903e-004	-5.691718e-004
1.637018463577935e-004	-5.691716e-004
1.644009231788968e-004	-5.691715e-004
1.651000000000000e-004	-5.691712e-004
1.651006994486039e-004	-5.686152e-004
1.651020983458116e-004	-5.676055e-004
1.651048961402270e-004	-5.658147e-004
1.651104917290578e-004	-5.625772e-004
1.651160862153296e-004	-5.599526e-004
1.651202517320147e-004	-5.588140e-004
1.651242125251579e-004	-5.584433e-004
1.651282632575573e-004	-5.583547e-004
1.651312677010655e-004	-5.583440e-004
1.651353802279064e-004	-5.583511e-004
1.651436052815884e-004	-5.583492e-004
1.651600553889522e-004	-5.583491e-004
1.651670997852723e-004	-5.583489e-004
1.651811885779124e-004	-5.583487e-004
1.651874815754231e-004	-5.583485e-004
1.652000000000000e-004	-5.583531e-004
1.652004946931724e-004	-5.583402e-004
1.652014840795171e-004	-5.583314e-004
1.652034628522065e-004	-5.583293e-004
1.700000000000000e-004	-5.583290e-004
1.700005203512089e-004	-5.583187e-004
1.700015610536267e-004	-5.583121e-004
1.700036424584623e-004	-5.583103e-004
1.700078052681336e-004	-5.583098e-004
1.700161308874760e-004	-5.583096e-004
1.700276629556578e-004	-5.583093e-004
1.700415264525984e-004	-5.583090e-004
1.700611447865484e-004	-5.583086e-004
1.700696339748698e-004	-5.583083e-004
1.700749590618732e-004	-5.583223e-004
1.700789754460250e-004	-5.587070e-004
1.700846059934519e-004	-5.603696e-004
1.700883802268580e-004	-5.622442e-004
1.700931429195033e-004	-5.651427e-004
1.700941978085263e-004	-5.658151e-004
1.700963075865724e-004	-5.671698e-004
1.701000000000000e-004	-5.695134e-004
1.701003692413428e-004	-5.690469e-004
1.701011077240283e-004	-5.682535e-004
1.701025846893994e-004	-5.671106e-004
1.701055386201415e-004	-5.652945e-004
1.701111427707546e-004	-5.621290e-004
1.701205508526659e-004	-5.575795e-004
1.701255847915882e-004	-5.560173e-004
1.701298244844972e-004	-5.555127e-004
1.701348678556252e-004	-5.553652e-004
1.701384899751766e-004	-5.553448e-004
1.701429461439305e-004	-5.553467e-004
1.701507090952955e-004	-5.553458e-004
1.701689481945402e-004	-5.553454e-004
1.701743745875697e-004	-5.553451e-004
1.701852273736287e-004	-5.553446e-004
1.701877401129712e-004	-5.553446e-004
1.701927655916560e-004	-5.553447e-004
1.702000000000000e-004	-5.553449e-004
1.702004731155482e-004	-5.553339e-004
1.702014193466447e-004	-5.553262e-004
1.702033118088375e-004	-5.553237e-004
1.751000000000000e-004	-5.553236e-004
1.751007825900032e-004	-5.545662e-004
1.751023477700096e-004	-5.531564e-004
1.751054781300224e-004	-5.505699e-004
1.751117388500481e-004	-5.458347e-004
1.751197574804295e-004	-5.409012e-004
1.751244906754785e-004	-5.392727e-004
1.751288933177327e-004	-5.388507e-004
1.751333631228634e-004	-5.387843e-004
1.751367053782706e-004	-5.387768e-004
1.751412415846048e-004	-5.387826e-004
1.751503139972731e-004	-5.387809e-004
1.751684588226099e-004	-5.387808e-004
1.751839203356679e-004	-5.387801e-004
1.751892461858587e-004	-5.387804e-004
1.751928988664123e-004	-5.387799e-004
1.752000000000000e-004	-5.387785e-004
1.752004725833918e-004	-5.387694e-004
1.752014177501755e-004	-5.387641e-004
1.752033080837427e-004	-5.387629e-004
1.800000000000000e-004	-5.387624e-004
1.800004508249007e-004	-5.387423e-004
1.800013524747021e-004	-5.387299e-004
1.800031557743048e-004	-5.387265e-004
1.800067623735104e-004	-5.387252e-004
1.800139755719214e-004	-5.387248e-004
1.800256974702982e-004	-5.387241e-004
1.800384476893382e-004	-5.387235e-004
1.800558531983205e-004	-5.387227e-004
1.800632403321883e-004	-5.387197e-004
1.800682117530489e-004	-5.388669e-004
1.800722881171166e-004	-5.396144e-004
1.800762449941855e-004	-5.416208e-004
1.800804917688101e-004	-5.453447e-004
1.800843676457282e-004	-5.497994e-004
1.800884839007193e-004	-5.551178e-004
1.800929425715020e-004	-5.610023e-004
1.801000000000000e-004	-5.701383e-004
1.801007057428498e-004	-5.689829e-004
1.801021172285494e-004	-5.673132e-004
1.801049401999486e-004	-5.651335e-004
1.801105861427470e-004	-5.613833e-004
1.801160965721702e-004	-5.579049e-004
1.801271174310167e-004	-5.518998e-004
1.801328108596824e-004	-5.497868e-004
1.801372714883651e-004	-5.490751e-004
1.801420139966523e-004	-5.488670e-004
1.801465325544557e-004	-5.488116e-004
1.801511607684931e-004	-5.488047e-004
1.801560126724663e-004	-5.488094e-004
1.801657164804129e-004	-5.488060e-004
1.801805923841069e-004	-5.488056e-004
1.801871939584432e-004	-5.488053e-004
1.802000000000000e-004	-5.488097e-004
1.802004953372077e-004	-5.487949e-004
1.802014860116230e-004	-5.487855e-004
1.802034673604535e-004	-5.487838e-004
1.849941789437809e-004	-5.487837e-004
1.851000000000000e-004	-5.487833e-004
1.851007664919461e-004	-5.480737e-004
1.851022994758383e-004	-5.467636e-004
1.851053654436228e-004	-5.443723e-004
1.851114973791917e-004	-5.400289e-004
1.851200358517036e-004	-5.351991e-004
1.851248132929937e-004	-5.337585e-004
1.851294053922774e-004	-5.334140e-004
1.851340154942075e-004	-5.333629e-004
1.851381408837851e-004	-5.333573e-004
1.851429129328750e-004	-5.333616e-004
1.851524570310548e-004	-5.333592e-004
1.851715452274144e-004	-5.333591e-004
1.851847676030235e-004	-5.333588e-004
1.852000000000000e-004	-5.333587e-004
1.852005038667205e-004	-5.333479e-004
1.852015116001615e-004	-5.333414e-004
1.852035270670436e-004	-5.333403e-004
1.899000000000000e-004	-5.333401e-004
1.900000000000000e-004	-5.333401e-004
1.900004850430459e-004	-5.333301e-004
1.900014551291376e-004	-5.333238e-004
1.900033953013211e-004	-5.333222e-004
1.900072756456880e-004	-5.333218e-004
1.900150363344219e-004	-5.333215e-004
1.900266541859063e-004	-5.333212e-004
1.900399555022420e-004	-5.333209e-004
1.900594284666514e-004	-5.333205e-004
1.900676761898909e-004	-5.333197e-004
1.900729322493472e-004	-5.334144e-004
1.900770592296201e-004	-5.340413e-004
1.900817869213681e-004	-5.358692e-004
1.900847617241824e-004	-5.376429e-004
1.900892452553061e-004	-5.408503e-004
1.900919352303020e-004	-5.429006e-004
1.900929327556178e-004	-5.436876e-004
1.900939302809336e-004	-5.444709e-004
1.900949278062494e-004	-5.452504e-004
1.900959253315652e-004	-5.460261e-004
1.900969228568810e-004	-5.467981e-004
1.900979203821969e-004	-5.475663e-004
1.900989179075127e-004	-5.483308e-004
1.901000000000000e-004	-5.491434e-004
1.901001082092488e-004	-5.489927e-004
1.901003246277462e-004	-5.486504e-004
1.901007574647411e-004	-5.480191e-004
1.901016231387310e-004	-5.470570e-004
1.901033544867108e-004	-5.455508e-004
1.901068171826703e-004	-5.427834e-004
1.901134557181697e-004	-5.378134e-004
1.901267327891687e-004	-5.296485e-004
1.901332784967347e-004	-5.274448e-004
1.901384649297141e-004	-5.270178e-004
1.901439170239831e-004	-5.269556e-004
1.901481779246540e-004	-5.269501e-004
1.901534057515884e-004	-5.269566e-004
1.901638614054570e-004	-5.269534e-004
1.901790886922627e-004	-5.269530e-004
1.901868814404974e-004	-5.269527e-004
1.902000000000000e-004	-5.269516e-004
1.902004965335577e-004	-5.269410e-004
1.902014896006731e-004	-5.269345e-004
1.902034757349039e-004	-5.269332e-004
1.951000000000000e-004	-5.269329e-004
1.951008783095133e-004	-5.259119e-004
1.951026349285397e-004	-5.239675e-004
1.951061481665927e-004	-5.202824e-004
1.951131746426987e-004	-5.135519e-004
1.951260195568262e-004	-5.038910e-004
1.951315903803270e-004	-5.018797e-004
1.951373681487129e-004	-5.015691e-004
1.951415900923440e-004	-5.015595e-004
1.951463395018469e-004	-5.015616e-004
1.951558383208527e-004	-5.015609e-004
1.951748359588642e-004	-5.015606e-004
1.951853029172366e-004	-5.015593e-004
1.951898783607941e-004	-5.015603e-004
1.951938994085901e-004	-5.015599e-004
1.952000000000000e-004	-5.015598e-004
1.952004677412740e-004	-5.015502e-004
1.952014032238219e-004	-5.015448e-004
1.952032741889177e-004	-5.015440e-004
1.999389244097480e-004	-5.015436e-004
2.000000000000000e-004	-5.015435e-004
2.000004674838562e-004	-5.015139e-004
2.000014024515685e-004	-5.014962e-004
2.000032723869933e-004	-5.014923e-004
2.000070122578427e-004	-5.014907e-004
2.000144919995415e-004	-5.014901e-004
2.000261582925489e-004	-5.014892e-004
2.000391749804438e-004	-5.014882e-004
2.000540194904946e-004	-5.017151e-004
2.000612027681864e-004	-5.030679e-004
2.000665673814215e-004	-5.065588e-004
2.000714634467505e-004	-5.125237e-004
2.000757156403566e-004	-5.197246e-004
2.000802031595871e-004	-5.288078e-004
2.000852293672584e-004	-5.397741e-004
2.000910342103051e-004	-5.523482e-004
2.001000000000000e-004	-5.709407e-004
2.001007803953989e-004	-5.691525e-004
2.001023411861966e-004	-5.666419e-004
2.001054627677920e-004	-5.633972e-004
2.001159109689913e-004	-5.537948e-004
2.001265897214824e-004	-5.445846e-004
2.001375421902374e-004	-5.366114e-004
2.001436923106568e-004	-5.336032e-004
2.001481908429353e-004	-5.326240e-004
2.001528930808911e-004	-5.323494e-004
2.001573682206774e-004	-5.322894e-004
2.001617336081392e-004	-5.322836e-004
2.001664514031873e-004	-5.322885e-004
2.001758869932834e-004	-5.322862e-004
2.001811288198078e-004	-5.322862e-004
2.001895163469511e-004	-5.322848e-004
2.002000000000000e-004	-5.322747e-004
2.002004863824053e-004	-5.322687e-004
2.002014591472158e-004	-5.322651e-004
2.002034046768368e-004	-5.322638e-004
2.011956247835489e-004	-5.322636e-004
2.051000000000000e-004	-5.322629e-004
2.051007465988918e-004	-5.315869e-004
2.051022397966754e-004	-5.303436e-004
2.051052261922426e-004	-5.280771e-004
2.051111989833770e-004	-5.240017e-004
2.051207602794256e-004	-5.189370e-004
2.051256720359386e-004	-5.176549e-004
2.051308363897145e-004	-5.173922e-004
2.051353228902745e-004	-5.173679e-004
2.051400730946938e-004	-5.173673e-004
2.051467687250580e-004	-5.173677e-004
2.051601599857864e-004	-5.173672e-004
2.051732174785432e-004	-5.173645e-004
2.051752200863723e-004	-5.173669e-004
2.051778902301444e-004	-5.173667e-004
2.051832305176886e-004	-5.173666e-004
2.051893194249116e-004	-5.173663e-004
2.052000000000000e-004	-5.173665e-004
2.052004877361172e-004	-5.173560e-004
2.052014632083517e-004	-5.173494e-004
2.052034141528206e-004	-5.173478e-004
2.098922499505514e-004	-5.173475e-004
2.100000000000000e-004	-5.173477e-004
2.100005192211234e-004	-5.173374e-004
2.100015576633702e-004	-5.173308e-004
2.100036345478639e-004	-5.173292e-004
2.100077883168512e-004	-5.173288e-004
2.100160958548257e-004	-5.173286e-004
2.100276299143208e-004	-5.173283e-004
2.100414749366026e-004	-5.173279e-004
2.100613367710249e-004	-5.173275e-004
2.100698819275173e-004	-5.173331e-004
2.100752908426750e-004	-5.178277e-004
2.100816778961338e-004	-5.198833e-004
2.100865760899942e-004	-5.226949e-004
2.100918998685367e-004	-5.265045e-004
2.100941314637911e-004	-5.281902e-004
2.100971893085997e-004	-5.305120e-004
2.101000000000000e-004	-5.326021e-004
2.101002810691400e-004	-5.321938e-004
2.101008432074201e-004	-5.314549e-004
2.101019674839802e-004	-5.303283e-004
2.101042160371004e-004	-5.285415e-004
2.101087131433409e-004	-5.251761e-004
2.101161317891449e-004	-5.202666e-004
2.101309690807531e-004	-5.132959e-004
2.101371239846216e-004	-5.121068e-004
2.101442671739594e-004	-5.119691e-004
2.101485775429491e-004	-5.119650e-004
2.101537582889265e-004	-5.119838e-004
2.101641197808814e-004	-5.119744e-004
2.101792770160903e-004	-5.119741e-004
2.101869353984288e-004	-5.119737e-004
2.102000000000000e-004	-5.119732e-004
2.102004963558348e-004	-5.119607e-004
2.102014890675045e-004	-5.119541e-004
2.103464249712746e-004	-5.119544e-004
2.104913608750447e-004	-5.119546e-004
2.106362967788148e-004	-5.119547e-004
2.107812326825849e-004	-5.119548e-004
2.109261685863550e-004	-5.119548e-004
2.110711044901251e-004	-5.119547e-004
2.112160403938952e-004	-5.119545e-004
2.150699389069650e-004	-5.119545e-004
2.151000000000000e-004	-5.119541e-004
2.151008861872315e-004	-5.109671e-004
2.151026585616945e-004	-5.091004e-004
2.151062033106206e-004	-5.055781e-004
2.151132928084726e-004	-4.990789e-004
2.151242073248706e-004	-4.910360e-004
2.151296465705362e-004	-4.889343e-004
2.151347007993092e-004	-4.885127e-004
2.151397931920712e-004	-4.884800e-004
2.151453305860723e-004	-4.884771e-004
2.151506293780426e-004	-4.884788e-004
2.151612269619830e-004	-4.884772e-004
2.151788048321192e-004	-4.884768e-004
2.151862031600644e-004	-4.884775e-004
2.151907865825042e-004	-4.884768e-004
2.151938887700802e-004	-4.884767e-004
2.152000000000000e-004	-4.884760e-004
2.152004678084025e-004	-4.884666e-004
2.152014034252076e-004	-4.884611e-004
2.152032746588177e-004	-4.884600e-004
2.200000000000000e-004	-4.884598e-004
2.200004654837991e-004	-4.884399e-004
2.200013964513971e-004	-4.884279e-004
2.200032583865933e-004	-4.884253e-004
2.200069822569856e-004	-4.884243e-004
2.200144299977703e-004	-4.884239e-004
2.200261034331482e-004	-4.884232e-004
2.200390891526241e-004	-4.884226e-004
2.200564925147624e-004	-4.884224e-004
2.200639581130036e-004	-4.888537e-004
2.200691844077507e-004	-4.904461e-004
2.200735627506737e-004	-4.937155e-004
2.200783318214412e-004	-4.993160e-004
2.200822950910631e-004	-5.050690e-004
2.200866647822212e-004	-5.120251e-004
2.200912606176838e-004	-5.194324e-004
2.201000000000000e-004	-5.332372e-004
2.201008739382316e-004	-5.316937e-004
2.201026218146949e-004	-5.293738e-004
2.201061175676214e-004	-5.259496e-004
2.201131090734743e-004	-5.195704e-004
2.201198212969131e-004	-5.137233e-004
2.201332457437908e-004	-5.036869e-004
2.201401135486556e-004	-5.003087e-004
2.201449726460598e-004	-4.993927e-004
2.201509608708374e-004	-4.991744e-004
2.201549761949316e-004	-4.991579e-004
2.201597598785560e-004	-4.991590e-004
2.201682462399805e-004	-4.991583e-004
2.201830272771510e-004	-4.991578e-004
2.201868021661477e-004	-4.991577e-004
2.201924502220066e-004	-4.991576e-004
2.202000000000000e-004	-4.991597e-004
2.202004741756048e-004	-4.991473e-004
2.202014225268143e-004	-4.991394e-004
2.202033192292334e-004	-4.991374e-004
2.250349002963792e-004	-4.991370e-004
2.251000000000000e-004	-4.991370e-004
2.251008541041904e-004	-4.982168e-004
2.251025623125713e-004	-4.964856e-004
2.251059787293330e-004	-4.932264e-004
2.251128115628565e-004	-4.873734e-004
2.251264772299035e-004	-4.785445e-004
2.251322933427475e-004	-4.768818e-004
2.251391717914108e-004	-4.766695e-004
2.251434062136633e-004	-4.766658e-004
2.251483156939458e-004	-4.766747e-004
2.251581346545108e-004	-4.766701e-004
2.251777725756407e-004	-4.766700e-004
2.251855520430964e-004	-4.766712e-004
2.251875851465667e-004	-4.766713e-004
2.251916513535073e-004	-4.766676e-004
2.251923000513415e-004	-4.766700e-004
2.251931649817870e-004	-4.766702e-004
2.251967091289202e-004	-4.766700e-004
2.251986491943825e-004	-4.766700e-004
2.252000000000000e-004	-4.766699e-004
2.252001350805618e-004	-4.766606e-004
2.252004052416853e-004	-4.766555e-004
2.252009455639323e-004	-4.766544e-004
2.252020262084263e-004	-4.766531e-004
2.252085100753905e-004	-4.766524e-004
2.300000000000000e-004	-4.766524e-004
2.300004849363841e-004	-4.766424e-004
2.300014548091522e-004	-4.766363e-004
2.300033945546884e-004	-4.766351e-004
2.300072740457608e-004	-4.766347e-004
2.300150330279056e-004	-4.766345e-004
2.300266505536847e-004	-4.766342e-004
2.300399493888904e-004	-4.766339e-004
2.300598924883089e-004	-4.766330e-004
2.300682592302752e-004	-4.768630e-004
2.300738562117991e-004	-4.781109e-004
2.300802324714941e-004	-4.815515e-004
