#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18A17
#Date Time: 2019-04-23 17:36:41.081
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -1 V
#Channel 2: Range: 1 V/div Offset: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.00258048,3.1152554373816601,3.0431431467745327
-0.0025798500000000003,3.118938287696122,3.0468252770528657
-0.0025792200000000001,3.1152554373816601,3.0468252770528674
-0.00257859,3.1115725870671955,3.0468252770528657
-0.0025779600000000002,3.1115725870671955,3.0431431467745327
-0.0025773300000000001,3.1115725870671955,3.0394610164961975
-0.0025767000000000003,3.1115725870671955,3.0431431467745309
-0.0025760700000000002,3.1078897367527318,3.0431431467745327
-0.00257544,3.1115725870671955,3.0431431467745327
-0.0025748100000000003,3.1115725870671955,3.0468252770528657
-0.0025741800000000001,3.1115725870671955,3.0431431467745327
-0.00257355,3.111572587067192,3.0431431467745309
-0.0025729200000000002,3.1042068864382681,3.0394610164961975
-0.0025722900000000001,3.1042068864382681,3.0468252770528674
-0.0025716599999999999,3.1078897367527336,3.0468252770528692
-0.0025710300000000002,3.1115725870671955,3.0505074073312022
-0.0025704,3.1115725870671955,3.0431431467745327
-0.0025697700000000003,3.1152554373816583,3.0394610164961993
-0.0025691400000000001,3.1078897367527318,3.0394610164961975
-0.00256851,3.1078897367527318,3.0394610164961993
-0.0025678800000000002,3.1078897367527318,3.0431431467745327
-0.0025672500000000001,3.1078897367527318,3.0468252770528674
-0.0025666199999999999,3.1115725870671938,3.0505074073312022
-0.0025659900000000002,3.1078897367527318,3.0505074073312022
-0.00256536,3.1115725870671955,3.0431431467745327
-0.0025647300000000003,3.1115725870671955,3.0431431467745327
-0.0025641000000000001,3.1078897367527318,3.0468252770528674
-0.00256347,3.1078897367527336,3.0505074073312004
-0.0025628400000000003,3.1115725870671955,3.0468252770528674
-0.0025622100000000001,3.1152554373816601,3.0468252770528674
-0.0025615799999999999,3.1189382876961202,3.0505074073312004
-0.0025609500000000002,3.1115725870671955,3.0468252770528674
-0.00256032,3.1078897367527318,3.0394610164961975
-0.0025596900000000003,3.1078897367527318,3.0394610164961975
-0.0025590600000000002,3.1115725870671955,3.0431431467745327
-0.00255843,3.1115725870671955,3.0468252770528674
-0.0025578000000000003,3.1152554373816601,3.0431431467745327
-0.0025571700000000001,3.1115725870671955,3.0431431467745327
-0.0025565399999999999,3.1078897367527336,3.0431431467745345
-0.0025559100000000002,3.1115725870671955,3.0468252770528674
-0.0025552800000000001,3.1115725870671955,3.0468252770528674
-0.0025546500000000003,3.1152554373816583,3.0468252770528674
-0.0025540200000000002,3.1115725870671955,3.0468252770528674
-0.00255339,3.1152554373816601,3.0468252770528674
-0.0025527600000000003,3.1152554373816601,3.0505074073312022
-0.0025521300000000001,3.1152554373816601,3.0505074073312022
-0.0025514999999999999,3.1115725870671938,3.0468252770528657
-0.0025508700000000002,3.1078897367527318,3.0431431467745327
-0.0025502400000000001,3.1115725870671955,3.0431431467745327
-0.0025496100000000003,3.1078897367527336,3.0431431467745327
-0.0025489800000000002,3.1078897367527318,3.0431431467745327
-0.00254835,3.1078897367527318,3.0468252770528674
-0.0025477200000000003,3.1078897367527318,3.0468252770528674
-0.0025470900000000001,3.1042068864382681,3.0468252770528674
-0.00254646,3.1078897367527354,3.0468252770528674
-0.0025458300000000002,3.1152554373816601,3.0468252770528674
-0.0025452000000000001,3.1115725870671955,3.0468252770528674
-0.0025445700000000003,3.1115725870671955,3.0505074073312004
-0.0025439400000000002,3.1115725870671955,3.0468252770528674
-0.00254331,3.1078897367527318,3.0468252770528674
-0.0025426800000000003,3.1078897367527318,3.0468252770528674
-0.0025420500000000001,3.1042068864382681,3.0468252770528674
-0.00254142,3.1005240361238036,3.0468252770528674
-0.0025407900000000002,3.1005240361238036,3.0468252770528674
-0.0025401600000000001,3.1042068864382681,3.0431431467745327
-0.0025395300000000003,3.1078897367527301,3.0468252770528657
-0.0025389000000000002,3.1115725870671955,3.0431431467745327
-0.00253827,3.1115725870671955,3.0431431467745327
-0.0025376400000000003,3.1115725870671955,3.0468252770528657
-0.0025370100000000001,3.1115725870671955,3.0431431467745327
-0.00253638,3.1078897367527336,3.0431431467745309
-0.0025357500000000002,3.1115725870671955,3.0394610164961975
-0.0025351200000000001,3.1152554373816601,3.0394610164961975
-0.0025344899999999999,3.1152554373816583,3.0394610164961993
-0.0025338600000000002,3.1115725870671955,3.0431431467745327
-0.00253323,3.1152554373816601,3.0431431467745327
-0.0025326000000000003,3.1152554373816601,3.0468252770528657
-0.0025319700000000001,3.1152554373816601,3.0431431467745327
-0.00253134,3.1152554373816566,3.0431431467745345
-0.0025307100000000003,3.1078897367527318,3.0468252770528674
-0.0025300800000000001,3.1115725870671955,3.0431431467745327
-0.0025294499999999999,3.1115725870671938,3.0468252770528657
-0.0025288200000000002,3.1078897367527318,3.0431431467745327
-0.00252819,3.1115725870671955,3.0394610164961975
-0.0025275600000000003,3.1152554373816583,3.0468252770528639
-0.0025269300000000001,3.1115725870671955,3.0468252770528674
-0.0025263,3.1152554373816601,3.0505074073312022
-0.0025256700000000003,3.1152554373816601,3.0431431467745327
-0.0025250400000000001,3.1152554373816601,3.0431431467745327
-0.0025244099999999999,3.1078897367527336,3.0431431467745345
-0.0025237800000000002,3.1115725870671955,3.0468252770528674
-0.00252315,3.1078897367527318,3.0394610164961975
-0.0025225200000000003,3.1078897367527318,3.0431431467745309
-0.0025218900000000002,3.1152554373816601,3.0431431467745327
-0.00252126,3.1115725870671955,3.0468252770528674
-0.0025206300000000003,3.1078897367527318,3.0431431467745327
-0.0025200000000000001,3.1042068864382681,3.0468252770528674
-0.0025193699999999999,3.1078897367527336,3.0468252770528657
-0.0025187400000000002,3.1115725870671955,3.0431431467745327
-0.0025181100000000001,3.1078897367527318,3.0431431467745327
-0.0025174800000000003,3.1115725870671938,3.0431431467745327
-0.0025168500000000002,3.1115725870671955,3.0505074073312022
-0.00251622,3.1078897367527318,3.0468252770528674
-0.0025155900000000003,3.1042068864382699,3.0468252770528674
-0.0025149600000000001,3.1078897367527318,3.0431431467745327
-0.00251433,3.1078897367527336,3.0431431467745345
-0.0025137000000000002,3.1115725870671955,3.0468252770528674
-0.0025130700000000001,3.1078897367527318,3.0431431467745327
-0.0025124400000000003,3.1042068864382699,3.0468252770528657
-0.0025118100000000002,3.1078897367527318,3.0468252770528674
-0.00251118,3.1078897367527318,3.0505074073312022
-0.0025105500000000003,3.1078897367527318,3.0468252770528692
-0.0025099200000000001,3.1115725870671955,3.0431431467745327
-0.00250929,3.1115725870671955,3.0468252770528674
-0.0025086600000000002,3.1115725870671955,3.0468252770528674
-0.0025080300000000001,3.1115725870671955,3.0468252770528674
-0.0025074000000000003,3.1115725870671955,3.0431431467745345
-0.0025067700000000002,3.1189382876961238,3.0505074073312022
-0.00250614,3.1152554373816601,3.0505074073312022
-0.0025055100000000003,3.118938287696122,3.0505074073312022
-0.0025048800000000001,3.1115725870671955,3.0431431467745327
-0.00250425,3.023184179520007,3.0320967559395244
-0.0025036200000000002,2.9053329694572132,3.024732495382858
-0.0025029900000000001,2.9090158197716773,3.0210503651045233
-0.0025023599999999999,2.9126986700861428,3.0210503651045233
-0.0025017300000000002,2.9163815204006052,3.0210503651045233
-0.0025011,2.9163815204006052,3.0173682348261881
-0.0025004700000000003,2.9163815204006052,3.0100039742695222
-0.0024998400000000001,2.9163815204006052,3.0063218439911834
-0.00249921,2.912698670086141,3.0026397137128487
-0.0024985800000000002,2.912698670086141,3.0026397137128487
-0.0024979500000000001,2.9163815204006052,2.9989575834345139
-0.0024973199999999999,2.912698670086141,2.9952754531561769
-0.0024966900000000002,2.912698670086141,2.991593322877844
-0.00249606,2.9090158197716773,2.984229062321174
-0.0024954300000000003,2.905332969457215,2.980546932042841
-0.0024948000000000001,2.9016501191427491,2.9768648017645045
-0.00249417,2.9090158197716773,2.9731826714861658
-0.0024935400000000003,2.9090158197716773,2.9658184109294998
-0.0024929100000000001,2.9090158197716773,2.9621362806511646
-0.0024922799999999999,2.9090158197716773,2.9621362806511646
-0.0024916500000000002,2.9090158197716773,2.9621362806511646
-0.00249102,2.9053329694572132,2.9584541503728294
-0.0024903900000000003,2.9053329694572132,2.9510898898161635
-0.0024897600000000002,2.9053329694572132,2.9510898898161599
-0.00248913,2.9016501191427491,2.9510898898161599
-0.0024885000000000003,2.9053329694572132,2.9474077595378247
-0.0024878700000000001,2.9016501191427491,2.9437256292594904
-0.0024872399999999999,2.905332969457215,2.9437256292594887
-0.0024866100000000002,2.9090158197716773,2.9400434989811552
-0.00248598,2.9090158197716773,2.9400434989811552
-0.0024853500000000003,2.9016501191427526,2.9363613687028218
-0.0024847200000000002,2.9016501191427491,2.9326792384244853
-0.00248409,2.9090158197716773,2.9253149778678154
-0.0024834600000000003,2.9053329694572132,2.9216328475894806
-0.0024828300000000001,2.9053329694572132,2.9216328475894806
-0.0024821999999999999,2.9053329694572132,2.9253149778678171
-0.0024815700000000002,2.9053329694572132,2.9289971081461506
-0.0024809400000000001,2.9090158197716773,2.9253149778678154
